PUBMED_ID,URI,TRAIT
20585626,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
20585627,http://purl.obolibrary.org/obo/GO_0007608,sensory perception of smell
20585627,http://purl.obolibrary.org/obo/GO_0050909,sensory perception of taste
20585627,http://purl.obolibrary.org/obo/HP_0000483,Astigmatism
20585627,http://purl.obolibrary.org/obo/HP_0009907,Attached earlobe
20585627,http://www.ebi.ac.uk/efo/EFO_0003065,foot
20585627,http://www.ebi.ac.uk/efo/EFO_0003924,hair color
20585627,http://www.ebi.ac.uk/efo/EFO_0003947,personality
20585627,http://www.ebi.ac.uk/efo/EFO_0003949,eye color
20585627,http://www.ebi.ac.uk/efo/EFO_0003963,freckles
20585627,http://www.ebi.ac.uk/efo/EFO_0004290,sneezing
20585627,http://www.ebi.ac.uk/efo/EFO_0004291,braces
20585627,http://www.ebi.ac.uk/efo/EFO_0004354,circadian rhythm
20585627,http://www.ebi.ac.uk/efo/EFO_0005038,hair morphology
20592726,http://www.ebi.ac.uk/efo/EFO_0004881,asparaginase hypersensitivity
20595679,http://www.ebi.ac.uk/efo/EFO_0003086,kidney disease
20596022,http://www.ebi.ac.uk/efo/EFO_0004192,alopecia areata
20598377,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
20600896,http://www.ebi.ac.uk/efo/EFO_0004631,vitamin D measurement
20601957,http://www.ebi.ac.uk/efo/EFO_0001065,endometriosis
20602913,http://www.ebi.ac.uk/efo/EFO_0004632,nevus count
20610541,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
20610895,http://www.ebi.ac.uk/efo/EFO_0004265,peripheral arterial disease
20613766,http://www.ebi.ac.uk/efo/EFO_0003870,brain aneurysm
20622878,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
20622879,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's disease
20622880,http://www.ebi.ac.uk/efo/EFO_0004287,ventricular fibrillation
20622881,http://www.ebi.ac.uk/efo/EFO_0004214,abdominal aortic aneurysm
20634892,http://www.ebi.ac.uk/efo/EFO_0004257,neurotic disorder
20637204,http://purl.obolibrary.org/obo/GO_1901559,response to ribavirin
20637204,http://www.ebi.ac.uk/efo/EFO_0004272,anemia
20639392,http://www.ebi.ac.uk/efo/EFO_0004351,resting heart rate
20639394,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
20639878,http://www.ebi.ac.uk/efo/EFO_0004228,drug-induced liver injury
20639880,http://www.ebi.ac.uk/efo/EFO_0004267,biliary liver cirrhosis
20639881,http://www.ebi.ac.uk/efo/EFO_0000096,neoplasm of mature b-cells
20657596,http://www.ebi.ac.uk/efo/EFO_0004211,hypertriglyceridemia
20659327,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
20661308,http://www.ebi.ac.uk/efo/EFO_0004838,calcium measurement
20662065,http://www.ebi.ac.uk/efo/EFO_0004537,neonatal systemic lupus erthematosus
20663923,http://www.ebi.ac.uk/efo/EFO_0003758,autism
20664687,http://www.ebi.ac.uk/efo/EFO_0004596,diabetes mellitus type 2 associated cataract
20668430,http://www.ebi.ac.uk/efo/EFO_0004236,focal segmental glomerulosclerosis
20668459,http://www.ebi.ac.uk/efo/EFO_0004339,body height
20670164,http://www.ebi.ac.uk/efo/EFO_0000220,acute lymphoblastic leukemia
20673876,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
20675712,http://purl.obolibrary.org/obo/GO_0050913,sensory perception of bitter taste
20676096,http://www.ebi.ac.uk/efo/EFO_0000182,hepatocellular carcinoma
20676098,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
20686565,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
20686565,http://www.ebi.ac.uk/efo/EFO_0004574,total cholesterol measurement
20686565,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
20686565,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
20686608,http://www.ebi.ac.uk/efo/EFO_0002618,pancreatic carcinoma
20686651,http://www.ebi.ac.uk/efo/EFO_0003884,chronic kidney disease
20686651,http://www.ebi.ac.uk/efo/EFO_0004518,serum creatinine measurement
20691247,http://www.ebi.ac.uk/efo/EFO_0004365,personality trait
20694011,http://www.ebi.ac.uk/efo/EFO_0004747,protein measurement
20694013,http://www.ebi.ac.uk/efo/EFO_0004249,meningococcal infection
20694014,http://www.orpha.net/ORDO/Orphanet_3389,tuberculosis
20694148,http://www.ebi.ac.uk/efo/EFO_0000195,metabolic syndrome
20698975,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
20700438,http://www.ebi.ac.uk/efo/EFO_0000571,lung adenocarcinoma
20700443,http://www.ebi.ac.uk/efo/EFO_0004845,magnesium measurement
20705733,http://www.ebi.ac.uk/efo/EFO_0004838,calcium measurement
20707712,http://www.ebi.ac.uk/efo/EFO_0004778,self rated health
20708005,http://www.ebi.ac.uk/efo/EFO_0001422,cirrhosis of liver
20708005,http://www.ebi.ac.uk/efo/EFO_0003095,non-alcoholic fatty liver disease
20708005,http://www.ebi.ac.uk/efo/EFO_0004735,serum alanine aminotransferase measurement
20709820,http://www.ebi.ac.uk/efo/EFO_0000464,emphysema
20711174,http://www.ebi.ac.uk/efo/EFO_0000614,narcolepsy with cataplexy
20711176,http://www.ebi.ac.uk/efo/EFO_0004212,keloid
20711177,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
20713499,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
20713499,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
20713499,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
20719862,http://www.ebi.ac.uk/efo/EFO_0004731,eye measurement
20729852,http://www.ebi.ac.uk/efo/EFO_0000178,gastric carcinoma
20729852,http://www.ebi.ac.uk/efo/EFO_0002916,esophageal carcinoma
20729853,http://www.ebi.ac.uk/efo/EFO_0002916,esophageal carcinoma
20732625,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
20732626,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
20732627,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
20800221,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
20801717,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
20801718,http://www.ebi.ac.uk/efo/EFO_0000253,amyotrophic lateral sclerosis
20802025,http://www.ebi.ac.uk/efo/EFO_0004633,protein c measurement
20802204,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
20802479,http://www.ebi.ac.uk/efo/EFO_0003821,migraine disorder
20808326,http://www.ebi.ac.uk/efo/EFO_0004235,exfoliation syndrome
20811658,http://www.ebi.ac.uk/efo/EFO_0004319,smoking cessation
20818381,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
20825314,http://www.ebi.ac.uk/efo/EFO_0003946,fuchs' endothelial dystrophy
20826269,http://www.ebi.ac.uk/efo/EFO_0004296,thyroid function
20832056,http://www.ebi.ac.uk/efo/EFO_0000692,schizophrenia
20833655,http://purl.obolibrary.org/obo/GO_0061476,response to anticoagulant
20834067,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
20835236,http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction
20835238,http://www.ebi.ac.uk/efo/EFO_0004190,open-angle glaucoma
20835239,http://purl.obolibrary.org/obo/HP_0000539,Abnormality of refraction
20838585,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
20838585,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
20838585,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
20838585,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
20838585,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
20844546,http://www.ebi.ac.uk/efo/EFO_0001065,endometriosis
20848476,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
20849430,http://www.ebi.ac.uk/efo/EFO_0004541,a1c measurement
20852631,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
20852632,http://www.ebi.ac.uk/efo/EFO_0001075,ovarian carcinoma
20852633,http://www.ebi.ac.uk/efo/EFO_0001075,ovarian carcinoma
20858683,http://www.ebi.ac.uk/efo/EFO_0004541,a1c measurement
20860503,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
20861866,http://www.ebi.ac.uk/efo/EFO_0001365,age-related macular degeneration
20862305,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
20864672,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
20864672,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
20864672,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
20871597,http://www.ebi.ac.uk/efo/EFO_0000571,lung adenocarcinoma
20871662,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy
20872241,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
20876420,http://purl.obolibrary.org/obo/GO_0061477,response to aromatase inhibitor
20876611,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
20876614,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
20877124,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
20877300,http://www.ebi.ac.uk/efo/EFO_0004320,suicidal ideation
20881960,http://www.ebi.ac.uk/efo/EFO_0004339,body height
20884846,http://www.ebi.ac.uk/efo/EFO_0004531,urate measurement
20885792,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
20887962,http://www.ebi.ac.uk/efo/EFO_0004502,adiponectin measurement
20889312,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
20920776,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
20921969,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
20923822,http://purl.obolibrary.org/obo/GO_0009314,response to radiation
20927387,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
20927387,http://www.ebi.ac.uk/efo/EFO_0004526,mean corpuscular volume
20927387,http://www.ebi.ac.uk/efo/EFO_0004527,mean corpuscular hemoglobin
20927387,http://www.ebi.ac.uk/efo/EFO_0004528,mean corpuscular hemoglobin concentration
20932310,http://www.ebi.ac.uk/efo/EFO_0004670,beta-amyloid 1-42 measurement
20932310,http://www.ebi.ac.uk/efo/EFO_0004760,t-tau measurement
20932310,http://www.ebi.ac.uk/efo/EFO_0004763,p-tau measurement
20932654,http://purl.obolibrary.org/obo/GO_0009314,response to radiation
20932654,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
20932654,http://www.ebi.ac.uk/efo/EFO_0004234,erectile dysfunction
20935629,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
20935630,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
20939080,http://www.ebi.ac.uk/efo/EFO_0004280,movement disorder
20947153,http://www.ebi.ac.uk/efo/EFO_0004276,stevens-johnson syndrome
20953186,http://www.ebi.ac.uk/efo/EFO_0003778,psoriatic arthritis
20953188,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
20953189,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
20953190,http://www.ebi.ac.uk/efo/EFO_0000676,psoriasis
20966902,http://www.ebi.ac.uk/efo/EFO_0004338,body weight
20966902,http://www.ebi.ac.uk/efo/EFO_0004339,body height
20966902,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
20966902,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
20971583,http://www.ebi.ac.uk/efo/EFO_0004229,dupuytren contracture
20972438,http://www.ebi.ac.uk/efo/EFO_0000292,bladder carcinoma
20972440,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
20978177,http://www.ebi.ac.uk/efo/EFO_0000196,metastatic prostate cancer
20978177,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
20981099,http://www.ebi.ac.uk/efo/EFO_0004863,recombination rate
21037115,http://www.ebi.ac.uk/efo/EFO_0000341,chronic obstructive pulmonary disease
21037115,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
21037568,http://www.ebi.ac.uk/efo/EFO_0000183,hodgkins lymphoma
21041247,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
21041247,http://www.ebi.ac.uk/efo/EFO_0004321,attempted suicide
21041692,http://www.ebi.ac.uk/efo/EFO_0004311,heart function measurement
21042317,http://www.ebi.ac.uk/efo/EFO_0003761,unipolar depression
21044948,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21044949,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
21048783,http://www.orpha.net/ORDO/Orphanet_2573,Moyamoya disease
21051598,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
21051773,http://www.ebi.ac.uk/efo/EFO_0003889,functional laterality
21057379,http://www.ebi.ac.uk/efo/EFO_0000677,mental or behavioural disorder
21059979,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
21059989,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21060860,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
21060863,http://www.ebi.ac.uk/efo/EFO_0004731,eye measurement
21061259,http://www.ebi.ac.uk/efo/EFO_0004653,response to tnf antagonist
21062454,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
21068099,http://www.ebi.ac.uk/efo/EFO_0002506,osteoarthritis
21072201,http://purl.obolibrary.org/obo/HP_0012042,aspirin induced asthma
21076409,http://www.ebi.ac.uk/efo/EFO_0004311,heart function measurement
21079520,http://www.ebi.ac.uk/efo/EFO_0000714,survival time
21079520,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
21079607,http://www.ebi.ac.uk/efo/EFO_0004215,anorexia nervosa
21082022,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
21084426,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21087763,http://www.ebi.ac.uk/efo/EFO_0004625,progranulin measurement
21088011,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21094521,http://www.ebi.ac.uk/efo/EFO_0002686,atopy
21095009,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
21098978,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21102462,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
21102463,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
21104366,http://www.ebi.ac.uk/efo/EFO_0004512,bone measurement
21105107,http://www.ebi.ac.uk/efo/EFO_0000182,hepatocellular carcinoma
21106707,http://purl.obolibrary.org/obo/GO_0046677,response to antibiotic
21106707,http://www.ebi.ac.uk/efo/EFO_0007592,response to bleomycin
21106707,http://www.ebi.ac.uk/efo/EFO_0007593,chromatid break measurement
21107309,http://purl.obolibrary.org/obo/GO_0097332,response to antipsychotic drug
21107309,http://www.ebi.ac.uk/efo/EFO_0004335,short-term memory
21107309,http://www.ebi.ac.uk/efo/EFO_0004350,reasoning
21107343,http://www.ebi.ac.uk/efo/EFO_0000612,myocardial infarction
21113153,http://www.orpha.net/ORDO/Orphanet_440,familial hypospadias
21116278,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21116278,http://www.ebi.ac.uk/efo/EFO_0004464,brain measurement
21116278,http://www.ebi.ac.uk/efo/EFO_0004840,cortical thickness
21116278,http://www.ebi.ac.uk/efo/EFO_0005035,hippocampal volume
21116278,http://www.ebi.ac.uk/efo/EFO_0005089,whole-brain volume
21116278,http://www.ebi.ac.uk/efo/EFO_0005092,entorhinal cortical volume
21116278,http://www.ebi.ac.uk/efo/EFO_0006930,brain volume measurement
21118971,http://www.ebi.ac.uk/efo/EFO_0000702,small cell lung carcinoma
21123754,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21124317,http://www.ebi.ac.uk/efo/EFO_0000621,neuroblastoma
21124946,http://www.ebi.ac.uk/efo/EFO_0003923,bone density
21124955,http://www.ebi.ac.uk/efo/EFO_0004728,serum amyloid a protein measurement
21130132,http://purl.obolibrary.org/obo/GO_0036271,response to methylphenidate
21130836,http://www.ebi.ac.uk/efo/EFO_0004363,information processing speed
21131588,http://www.ebi.ac.uk/efo/EFO_0000095,chronic lymphocytic leukemia
21131975,http://www.ebi.ac.uk/efo/EFO_0000681,renal cell carcinoma
21139019,http://www.ebi.ac.uk/efo/EFO_0004243,carcinoid tumor
21149283,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
21149285,http://purl.obolibrary.org/obo/GO_0036277,response to anticonvulsant
21150874,http://www.ebi.ac.uk/efo/EFO_0000401,diabetic nephropathy
21150878,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21151127,http://www.ebi.ac.uk/efo/EFO_0004268,sclerosing cholangitis
21151128,http://www.ebi.ac.uk/efo/EFO_0000660,polycystic ovary syndrome
21151130,http://www.ebi.ac.uk/efo/EFO_0001065,endometriosis
21155030,http://www.ebi.ac.uk/efo/EFO_0000712,stroke
21156761,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
21160077,http://www.ebi.ac.uk/efo/EFO_0004624,prostate specific antigen measurement
21160409,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
21173776,http://www.ebi.ac.uk/efo/EFO_0004365,personality trait
21177295,http://www.ebi.ac.uk/efo/EFO_0002506,osteoarthritis
21177773,http://purl.obolibrary.org/obo/GO_1901554,response to acetaminophen
21182207,http://www.ebi.ac.uk/efo/EFO_0003757,asperger syndrome
21183627,http://www.ebi.ac.uk/efo/EFO_0004887,maximal oxygen uptake measurement
21184583,http://www.ebi.ac.uk/efo/EFO_0004358,event-related brain oscillation
21186350,http://purl.obolibrary.org/obo/GO_1901558,response to metformin
21196492,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
21197116,http://www.ebi.ac.uk/efo/EFO_0001365,age-related macular degeneration
21203500,http://www.ebi.ac.uk/efo/EFO_0004999,N-glycan measurement
21208937,http://www.ebi.ac.uk/efo/EFO_0004461,iron biomarker measurement
21211648,http://www.ebi.ac.uk/efo/EFO_0000270,asthma
21211798,http://www.ebi.ac.uk/efo/EFO_0000612,myocardial infarction
21212386,http://www.ebi.ac.uk/efo/EFO_0003896,left ventricular hypertrophy
21212386,http://www.ebi.ac.uk/efo/EFO_0004298,cardiovascular measurement
21216876,http://www.ebi.ac.uk/efo/EFO_0004273,scoliosis
21216879,http://www.ebi.ac.uk/efo/EFO_0004626,igfbp-3 measurement
21221126,http://www.ebi.ac.uk/efo/EFO_0004276,stevens-johnson syndrome
21221126,http://www.ebi.ac.uk/efo/EFO_0004775,toxic epidermal necrolysis
21221998,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
21223598,http://www.ebi.ac.uk/efo/EFO_0005037,aortic root size
21228123,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C infection
21239051,http://www.ebi.ac.uk/efo/EFO_0000612,myocardial infarction
21239051,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21242121,http://www.ebi.ac.uk/efo/EFO_0000571,lung adenocarcinoma
21242260,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
21244703,http://www.ebi.ac.uk/efo/EFO_0003885,multiple sclerosis
21245432,http://purl.obolibrary.org/obo/GO_0036274,response to lapatinib
21248740,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21253498,http://www.ebi.ac.uk/efo/EFO_0004340,body mass index
21253498,http://www.ebi.ac.uk/efo/EFO_0004342,waist circumference
21253498,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
21254220,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21263130,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
21270382,http://www.ebi.ac.uk/efo/EFO_0004329,alcohol drinking
21273288,http://www.ebi.ac.uk/efo/EFO_0004745,nt-probnp measurement
21278746,http://www.ebi.ac.uk/efo/EFO_0005941,mammographic density measurement
21283782,http://www.ebi.ac.uk/efo/EFO_0004253,nephrolithiasis
21292315,http://www.ebi.ac.uk/efo/EFO_0002508,parkinson's disease
21294900,http://www.ebi.ac.uk/efo/EFO_0004761,uric acid measurement
21297633,http://www.ebi.ac.uk/efo/EFO_0000729,ulcerative colitis
21298027,http://www.ebi.ac.uk/efo/EFO_0000384,crohn's disease
21298027,http://www.ebi.ac.uk/efo/EFO_0001060,celiac disease
21298047,http://www.ebi.ac.uk/efo/EFO_0003890,drug dependence
21300955,http://www.ebi.ac.uk/efo/EFO_0004458,c-reactive protein measurement
21302353,http://www.ebi.ac.uk/efo/EFO_0004242,obsessive-compulsive disorder
21305692,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21305692,http://www.ebi.ac.uk/efo/EFO_0004847,age at onset
21305692,http://www.ebi.ac.uk/efo/EFO_0005940,psychotic symptoms
21307088,http://www.ebi.ac.uk/efo/EFO_0004832,optic disc size measurement
21310492,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy
21314694,http://www.ebi.ac.uk/efo/EFO_0003829,alcohol dependence
21316860,http://www.ebi.ac.uk/efo/EFO_0004642,cortisol secretion measurement
21323541,http://www.ebi.ac.uk/efo/EFO_0004254,membranous glomerulonephritis
21326295,http://www.ebi.ac.uk/efo/EFO_0004208,vitiligo
21326311,http://www.ebi.ac.uk/efo/EFO_0004576,fetal hemoglobin measurement
21326311,http://www.orpha.net/ORDO/Orphanet_232,sickle cell anemia
21326860,http://www.ebi.ac.uk/efo/EFO_0004246,mucocutaneous lymph node syndrome
21339755,http://www.ebi.ac.uk/efo/EFO_0004569,brain serotonin transporter measurement
21347282,http://www.ebi.ac.uk/efo/EFO_0000537,hypertension
21347282,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21347282,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21347282,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
21347282,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
21347284,http://www.ebi.ac.uk/efo/EFO_0004462,PR interval
21348951,http://www.ebi.ac.uk/efo/EFO_0002503,cardiac hypertrophy
21353194,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21355061,http://www.ebi.ac.uk/efo/EFO_0004285,albuminuria
21357381,http://www.ebi.ac.uk/efo/EFO_0005842,colorectal cancer
21357676,http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption
21359210,http://www.ebi.ac.uk/efo/EFO_0004591,childhood onset asthma
21364930,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
21368711,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21368711,http://www.ebi.ac.uk/efo/EFO_0004365,personality trait
21372407,http://www.ebi.ac.uk/efo/EFO_0004315,drinking behavior
21378095,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
21378986,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21378987,http://www.orpha.net/ORDO/Orphanet_166282,familial sick sinus syndrome
21378988,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21378990,http://www.ebi.ac.uk/efo/EFO_0001645,coronary heart disease
21379329,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21383967,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
21386085,http://www.ebi.ac.uk/efo/EFO_0000195,metabolic syndrome
21386085,http://www.ebi.ac.uk/efo/EFO_0004325,blood pressure
21386085,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
21386085,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
21386754,http://purl.obolibrary.org/obo/GO_0036273,response to statin
21386754,http://www.ebi.ac.uk/efo/EFO_0003867,rhabdomyolysis
21390209,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21396408,http://www.ebi.ac.uk/efo/EFO_0004645,response to vaccine
21399633,http://www.ebi.ac.uk/efo/EFO_0003086,kidney disease
21399635,http://www.ebi.ac.uk/efo/EFO_0004267,biliary liver cirrhosis
21408207,http://www.ebi.ac.uk/efo/EFO_0002690,systemic lupus erythematosus
21418511,http://www.ebi.ac.uk/efo/EFO_0004300,longevity
21423239,http://www.ebi.ac.uk/efo/EFO_0000289,bipolar disorder
21423239,http://www.ebi.ac.uk/efo/EFO_0004321,attempted suicide
21423719,http://www.ebi.ac.uk/efo/EFO_0003095,non-alcoholic fatty liver disease
21424380,http://www.ebi.ac.uk/efo/EFO_0000305,breast carcinoma
21428769,http://purl.obolibrary.org/obo/GO_0036277,response to anticonvulsant
21437268,http://www.ebi.ac.uk/efo/EFO_0004284,upper aerodigestive tract neoplasm
21441570,http://www.ebi.ac.uk/efo/EFO_0003770,diabetic retinopathy
21441931,http://www.ebi.ac.uk/efo/EFO_0004255,nephrotic syndrome
21448238,http://www.ebi.ac.uk/efo/EFO_0003821,migraine disorder
21452313,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
21459883,http://www.ebi.ac.uk/efo/EFO_0000407,dilated cardiomyopathy
21460395,http://www.ebi.ac.uk/efo/EFO_0004505,telomere length
21460840,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21460841,http://www.ebi.ac.uk/efo/EFO_0000249,Alzheimers disease
21460842,http://www.ebi.ac.uk/efo/EFO_0000731,uterine fibroid
21467234,http://www.ebi.ac.uk/efo/EFO_0001663,prostate carcinoma
21471458,http://www.ebi.ac.uk/efo/EFO_0004329,alcohol drinking
21471979,http://www.ebi.ac.uk/efo/EFO_0000403,diffuse large b-cell lymphoma
21473668,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
21478494,http://www.ebi.ac.uk/efo/EFO_0000625,nevus
21483023,http://www.ebi.ac.uk/efo/EFO_0003060,non-small cell lung carcinoma
21483023,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
21483430,http://www.ebi.ac.uk/efo/EFO_0004346,neuroimaging measurement
21483430,http://www.ebi.ac.uk/efo/EFO_0004785,south texas assessment of neurocognition
21483845,http://www.ebi.ac.uk/efo/EFO_0004272,anemia
21490707,http://www.ebi.ac.uk/efo/EFO_0004330,coffee consumption
21490949,http://www.ebi.ac.uk/efo/EFO_0001360,type ii diabetes mellitus
21493818,http://www.ebi.ac.uk/efo/EFO_0004506,monocyte early outgrowth colony forming unit
21497773,http://www.ebi.ac.uk/efo/EFO_0004647,response to platinum based chemotherapy
21497890,http://www.orpha.net/ORDO/Orphanet_1572,common variable immunodeficiency
21499248,http://www.ebi.ac.uk/efo/EFO_0000182,hepatocellular carcinoma
21499250,http://www.ebi.ac.uk/efo/EFO_0004230,endometrial neoplasm
21502085,http://www.ebi.ac.uk/efo/EFO_0000765,aids
21502573,http://www.ebi.ac.uk/efo/EFO_0004507,D dimer measurement
21502949,http://www.ebi.ac.uk/efo/EFO_0004464,brain measurement
21502966,http://purl.obolibrary.org/obo/GO_0035456,response to interferon beta
21505071,http://www.ebi.ac.uk/efo/EFO_0004207,pathological myopia
21505073,http://www.ebi.ac.uk/efo/EFO_0000685,rheumatoid arthritis
21507922,http://www.ebi.ac.uk/efo/EFO_0004309,platelet count
21507922,http://www.ebi.ac.uk/efo/EFO_0004833,neutrophil count
21519539,http://www.ebi.ac.uk/efo/EFO_0003756,autism spectrum disorder
